source,target,combined_score_scaled
75,15504,0.773
117,15504,0.805
141,15504,0.935
147,15504,0.837
149,15504,0.935
218,15504,0.73
279,15504,0.781
302,15504,0.829
313,15504,0.838
321,15504,0.801
400,15504,0.81
486,15504,0.976
498,15504,0.805
516,15504,0.788
551,15504,0.817
599,15504,0.804
628,15504,0.715
674,15504,0.781
873,15504,0.824
956,15504,0.787
1057,15504,0.844
1075,15504,0.808
1159,15504,0.836
1160,15504,0.98
1388,15504,0.888
1479,15504,0.931
1702,15504,0.705
1780,15504,0.845
2009,15504,0.778
2145,15504,0.861
2183,15504,0.93
2233,15504,0.765
2481,15504,0.954
2506,15504,0.993
2526,15504,0.981
2800,15504,0.965
3074,15504,0.717
3077,15504,0.945
3108,15504,0.934
3113,15504,0.868
3145,15504,0.84
3146,15504,0.766
3206,15504,0.904
3308,15504,0.845
3403,15504,0.931
3436,15504,0.997
3448,15504,0.969
3632,15504,0.719
3716,15504,0.716
3747,15504,0.967
3881,15504,0.799
3922,15504,0.853
3944,15504,0.947
4160,15504,0.943
4250,15504,0.774
4432,15504,0.905
4591,15504,0.981
4594,15504,0.785
4598,15504,0.802
4694,15504,0.79
4783,15504,0.832
4796,15504,0.771
4935,15504,0.834
4945,15504,0.821
5002,15504,0.838
5188,15504,0.717
5193,15504,0.792
5194,15504,0.778
5479,15504,0.932
5581,15504,0.847
5616,15504,0.836
5765,15504,0.869
5912,15504,0.781
5938,15504,0.807
5939,15504,0.8
5940,15504,0.815
5941,15504,0.994
5942,15504,0.982
5945,15504,0.966
5946,15504,0.975
5947,15504,0.993
5948,15504,0.982
5949,15504,0.994
5950,15504,0.992
5951,15504,0.997
5953,15504,0.966
5954,15504,0.999
5955,15504,0.995
5956,15504,0.986
5958,15504,0.764
5959,15504,0.845
5968,15504,0.817
5969,15504,0.817
6217,15504,0.816
6301,15504,0.94
6380,15504,0.934
6432,15504,0.985
6504,15504,0.994
6604,15504,0.721
6669,15504,0.769
6844,15504,0.852
7034,15504,0.981
7379,15504,0.833
7384,15504,0.999
7577,15504,0.842
7730,15504,0.935
7792,15504,0.872
7927,15504,0.865
8073,15504,0.839
8111,15504,0.97
8137,15504,0.934
8140,15504,0.836
8144,15504,0.835
8148,15504,0.789
8152,15504,0.845
8164,15504,0.796
8181,15504,0.773
8183,15504,0.766
8185,15504,0.937
8206,15504,0.909
8209,15504,0.888
8285,15504,0.951
8332,15504,0.927
8509,15504,0.798
8885,15504,0.77
8886,15504,0.877
8895,15504,0.85
9044,15504,0.937
9201,15504,0.776
9277,15504,0.959
9328,15504,0.791
9365,15504,0.888
9368,15504,0.853
9409,15504,0.794
9445,15504,0.938
9484,15504,0.923
9691,15504,0.778
9757,15504,0.768
9785,15504,0.781
9965,15504,0.932
9999,15504,0.765
10017,15504,0.808
10153,15504,0.785
10198,15504,0.767
10626,15504,0.706
10826,15504,0.827
10845,15504,0.761
10870,15504,0.776
10881,15504,0.937
10882,15504,0.934
10883,15504,0.982
10884,15504,0.982
10885,15504,0.98
10886,15504,0.936
10888,15504,0.974
10889,15504,0.98
10894,15504,0.98
10895,15504,0.93
10896,15504,0.981
10897,15504,0.977
10898,15504,0.976
10899,15504,0.977
10900,15504,0.935
10901,15504,0.977
10902,15504,0.973
10903,15504,0.978
10904,15504,0.979
10905,15504,0.905
10906,15504,0.981
10908,15504,0.975
10909,15504,0.937
10910,15504,0.979
10911,15504,0.98
10912,15504,0.978
10913,15504,0.977
10914,15504,0.979
10915,15504,0.978
10916,15504,0.979
10917,15504,0.979
10918,15504,0.975
10919,15504,0.838
10920,15504,0.975
10921,15504,0.972
10922,15504,0.981
10924,15504,0.931
10926,15504,0.839
10927,15504,0.983
10928,15504,0.94
10929,15504,0.935
10930,15504,0.971
10931,15504,0.888
10934,15504,0.981
10935,15504,0.983
10936,15504,0.98
10937,15504,0.869
10938,15504,0.864
10940,15504,0.981
10942,15504,0.978
10948,15504,0.98
10949,15504,0.979
10950,15504,0.982
10951,15504,0.935
10952,15504,0.981
10953,15504,0.979
10954,15504,0.98
10956,15504,0.981
10957,15504,0.853
10958,15504,0.981
10959,15504,0.978
10961,15504,0.982
10962,15504,0.985
10963,15504,0.981
10964,15504,0.979
10965,15504,0.979
10966,15504,0.981
10968,15504,0.978
10969,15504,0.98
10970,15504,0.937
10971,15504,0.974
10972,15504,0.98
10973,15504,0.98
11069,15504,0.713
11102,15504,0.971
11131,15504,0.835
11210,15504,0.763
11296,15504,0.774
11504,15504,0.827
11506,15504,0.957
11507,15504,0.969
11508,15504,0.888
11510,15504,0.817
11511,15504,0.792
11513,15504,0.971
11515,15504,0.772
11516,15504,0.968
11520,15504,0.774
11521,15504,0.968
11522,15504,0.834
11540,15504,0.792
12068,15504,0.837
12181,15504,0.851
12274,15504,0.972
12342,15504,0.973
12411,15504,0.769
12630,15504,0.793
12645,15504,0.994
12699,15504,0.812
12826,15504,0.836
12848,15504,0.806
13043,15504,0.781
13744,15504,0.766
13750,15504,0.779
13769,15504,0.78
13941,15504,0.772
14089,15504,0.788
14110,15504,0.795
14243,15504,0.806
14286,15504,0.785
14339,15504,0.746
14342,15504,0.717
14343,15504,0.701
14531,15504,0.8
14706,15504,0.981
14769,15504,0.942
14839,15504,0.79
15006,15504,0.894
15057,15504,0.775
15068,15504,0.771
15136,15504,0.806
15140,15504,0.981
15341,15504,0.877
15357,15504,0.967
15395,15504,0.999
15426,15504,0.714
15458,15504,0.908
2992,15505,0.836
4058,15505,0.858
5247,15505,0.743
5587,15505,0.705
5695,15505,0.78
9073,15505,0.914
9535,15505,0.735
9669,15505,0.841
12387,15505,0.832
15328,15505,0.829
2053,15506,0.706
2932,15506,0.867
4154,15506,0.857
6712,15506,0.752
7124,15506,0.943
7817,15506,0.999
8543,15506,0.996
11740,15506,0.723
11920,15506,0.812
11921,15506,0.839
13446,15506,0.715
260,15507,0.761
3857,15507,0.999
6766,15507,0.804
8790,15507,0.824
8793,15507,0.792
9586,15507,0.879
9639,15507,0.845
14471,15507,0.9
14472,15507,0.996
14878,15507,0.819
259,15508,0.842
279,15508,0.912
302,15508,0.987
377,15508,0.926
516,15508,0.956
518,15508,0.747
599,15508,0.97
674,15508,0.965
831,15508,0.961
873,15508,0.986
942,15508,0.841
1013,15508,0.747
1057,15508,0.975
1296,15508,0.755
1509,15508,0.912
2009,15508,0.985
2719,15508,0.721
2820,15508,0.959
2825,15508,0.727
3333,15508,0.9
3493,15508,0.711
3747,15508,0.979
3781,15508,0.703
3881,15508,0.976
3940,15508,0.779
3959,15508,0.861
4079,15508,0.747
4134,15508,0.806
4158,15508,0.915
4196,15508,0.72
4594,15508,0.977
4694,15508,0.978
4795,15508,0.851
4796,15508,0.965
4935,15508,0.977
5041,15508,0.838
5163,15508,0.762
5193,15508,0.97
5194,15508,0.938
5573,15508,0.753
5739,15508,0.734
5816,15508,0.814
5912,15508,0.922
6352,15508,0.9
7313,15508,0.726
7792,15508,0.935
7815,15508,0.705
8101,15508,0.726
8104,15508,0.77
8137,15508,0.731
8148,15508,0.956
8164,15508,0.986
8183,15508,0.967
8494,15508,0.846
8509,15508,0.972
8831,15508,0.721
8833,15508,0.921
8966,15508,0.736
9019,15508,0.766
9328,15508,0.957
9330,15508,0.931
9349,15508,0.773
9409,15508,0.963
9445,15508,0.942
9509,15508,0.722
9658,15508,0.848
9705,15508,0.719
9739,15508,0.7
9785,15508,0.984
10061,15508,0.918
10069,15508,0.782
10153,15508,0.989
10160,15508,0.719
10567,15508,0.935
10936,15508,0.884
10940,15508,0.879
10942,15508,0.9
10948,15508,0.904
10949,15508,0.871
10950,15508,0.897
10952,15508,0.853
10954,15508,0.892
10955,15508,0.827
10957,15508,0.702
10958,15508,0.869
10961,15508,0.802
10962,15508,0.829
10965,15508,0.888
10966,15508,0.911
10970,15508,0.731
10972,15508,0.853
11273,15508,0.796
11336,15508,0.71
11540,15508,0.981
11543,15508,0.72
12068,15508,0.958
12699,15508,0.953
13043,15508,0.987
13744,15508,0.965
13750,15508,0.957
13759,15508,0.749
13835,15508,0.887
13877,15508,0.731
13944,15508,0.791
14089,15508,0.985
14110,15508,0.744
14268,15508,0.753
14286,15508,0.989
14314,15508,0.718
14512,15508,0.758
14523,15508,0.899
14839,15508,0.969
15057,15508,0.986
15068,15508,0.974
1503,15509,0.99
2292,15509,0.841
3646,15509,0.965
3973,15509,0.89
3998,15509,0.73
4748,15509,0.947
6746,15509,0.872
6779,15509,0.952
6787,15509,0.986
7349,15509,0.73
8046,15509,0.949
8202,15509,0.777
8715,15509,0.803
8980,15509,0.7
10185,15509,0.896
10635,15509,0.716
13145,15509,0.939
13880,15509,0.745
13890,15509,0.964
14419,15509,0.999
14990,15509,0.72
15028,15509,0.732
6843,15510,0.715
8257,15510,0.717
96,15511,0.984
372,15511,0.965
2089,15511,0.886
2968,15511,0.808
3042,15511,0.732
3250,15511,0.733
4237,15511,0.727
4395,15511,0.932
5525,15511,0.738
5531,15511,0.737
5700,15511,0.998
5718,15511,0.934
6425,15511,0.972
6433,15511,0.921
6473,15511,0.997
6600,15511,0.701
7219,15511,0.999
7385,15511,0.988
7409,15511,0.87
7680,15511,0.722
7685,15511,0.801
8041,15511,0.946
8266,15511,0.815
8701,15511,0.819
8710,15511,0.807
8762,15511,0.784
8957,15511,0.913
10503,15511,0.811
10532,15511,0.859
10743,15511,0.705
10811,15511,0.876
10862,15511,0.793
11094,15511,0.846
11153,15511,0.956
11787,15511,0.843
11919,15511,0.996
12009,15511,0.955
12086,15511,0.741
12419,15511,0.753
12442,15511,0.994
12506,15511,0.714
13300,15511,0.711
13518,15511,0.702
13888,15511,0.797
14044,15511,0.823
14845,15511,0.744
14865,15511,0.727
14947,15511,0.753
14958,15511,0.866
15007,15511,0.754
15084,15511,0.998
15091,15511,0.935
15118,15511,0.985
15188,15511,0.877
15251,15511,0.818
15284,15511,0.769
15327,15511,0.825
15495,15511,0.771
339,15512,0.908
369,15512,0.906
952,15512,0.758
957,15512,0.831
1092,15512,0.75
1445,15512,0.9
2785,15512,0.999
2787,15512,0.967
4582,15512,0.932
4594,15512,0.943
4663,15512,0.995
4766,15512,0.943
4782,15512,0.91
7759,15512,0.956
8034,15512,0.933
8231,15512,0.919
8361,15512,0.81
8453,15512,0.996
8474,15512,0.753
8931,15512,0.922
9083,15512,0.833
9146,15512,0.906
9286,15512,0.928
9532,15512,0.867
9629,15512,0.947
9796,15512,0.932
11281,15512,0.919
12160,15512,0.751
12393,15512,0.979
12679,15512,0.995
12778,15512,0.93
13088,15512,0.933
13127,15512,0.79
13205,15512,0.946
13369,15512,0.841
13377,15512,0.789
13746,15512,0.766
13898,15512,0.941
13907,15512,0.868
13916,15512,0.999
13920,15512,0.999
14186,15512,0.732
14460,15512,0.925
14690,15512,0.944
10329,15513,0.716
12831,15513,0.826
141,15514,0.933
147,15514,0.845
149,15514,0.926
486,15514,0.895
498,15514,0.849
551,15514,0.739
599,15514,0.81
942,15514,0.85
956,15514,0.759
1057,15514,0.717
1160,15514,0.955
1388,15514,0.906
1479,15514,0.906
1509,15514,0.843
1780,15514,0.86
2145,15514,0.859
2183,15514,0.909
2233,15514,0.701
2814,15514,0.897
3076,15514,0.935
3077,15514,0.956
3146,15514,0.701
3206,15514,0.888
3403,15514,0.899
3436,15514,0.995
3944,15514,0.932
3959,15514,0.884
4134,15514,0.857
4160,15514,0.932
4196,15514,0.791
4432,15514,0.886
4591,15514,0.974
4795,15514,0.847
4796,15514,0.829
5479,15514,0.836
5531,15514,0.793
5816,15514,0.772
5968,15514,0.739
5969,15514,0.739
6301,15514,0.887
6380,15514,0.925
6608,15514,0.904
6844,15514,0.836
7005,15514,0.776
7034,15514,0.925
7730,15514,0.899
7975,15514,0.807
8137,15514,0.869
8139,15514,0.731
8152,15514,0.857
8185,15514,0.919
8206,15514,0.901
8209,15514,0.919
8233,15514,0.901
8332,15514,0.898
8379,15514,0.849
8509,15514,0.757
8913,15514,0.71
9034,15514,0.8
9044,15514,0.922
9365,15514,0.779
9469,15514,0.876
9484,15514,0.86
9559,15514,0.748
9739,15514,0.818
9999,15514,0.701
10445,15514,0.913
10675,15514,0.936
10677,15514,0.923
10881,15514,0.917
10882,15514,0.917
10883,15514,0.977
10884,15514,0.976
10885,15514,0.978
10886,15514,0.836
10889,15514,0.974
10894,15514,0.924
10895,15514,0.909
10896,15514,0.977
10897,15514,0.739
10898,15514,0.977
10899,15514,0.975
10900,15514,0.933
10901,15514,0.979
10902,15514,0.973
10903,15514,0.976
10904,15514,0.978
10905,15514,0.878
10906,15514,0.978
10908,15514,0.979
10909,15514,0.919
10910,15514,0.886
10911,15514,0.954
10912,15514,0.971
10913,15514,0.976
10914,15514,0.974
10915,15514,0.978
10917,15514,0.978
10918,15514,0.972
10919,15514,0.845
10920,15514,0.89
10921,15514,0.975
10922,15514,0.97
10924,15514,0.908
10926,15514,0.845
10927,15514,0.975
10928,15514,0.969
10929,15514,0.967
10931,15514,0.789
10934,15514,0.977
10935,15514,0.979
10936,15514,0.978
10937,15514,0.859
10938,15514,0.859
10940,15514,0.854
10942,15514,0.979
10948,15514,0.98
10949,15514,0.975
10950,15514,0.973
10951,15514,0.926
10952,15514,0.978
10953,15514,0.898
10954,15514,0.897
10955,15514,0.909
10956,15514,0.977
10958,15514,0.977
10959,15514,0.977
10961,15514,0.976
10962,15514,0.976
10963,15514,0.977
10964,15514,0.973
10965,15514,0.976
10966,15514,0.98
10968,15514,0.977
10969,15514,0.973
10970,15514,0.869
10971,15514,0.974
10972,15514,0.961
10973,15514,0.86
11121,15514,0.967
11273,15514,0.857
11508,15514,0.708
12181,15514,0.732
12342,15514,0.955
12931,15514,0.844
13101,15514,0.868
13419,15514,0.755
13759,15514,0.716
13877,15514,0.887
13944,15514,0.809
14385,15514,0.783
14706,15514,0.976
15140,15514,0.977
15458,15514,0.906
15504,15514,0.909
352,15515,0.768
543,15515,0.729
681,15515,0.857
903,15515,0.839
1102,15515,0.993
3775,15515,0.797
4262,15515,0.99
4314,15515,0.758
4550,15515,0.995
4776,15515,0.935
5152,15515,0.957
5403,15515,0.884
6586,15515,0.706
7792,15515,0.74
8493,15515,0.95
8559,15515,0.995
8560,15515,0.996
9940,15515,0.976
10517,15515,0.998
11470,15515,0.889
12394,15515,0.998
13361,15515,0.878
14777,15515,0.714
14825,15515,0.943
14827,15515,0.968
15136,15515,0.709
15234,15515,0.717
34,15516,0.715
71,15516,0.98
595,15516,0.988
1335,15516,0.724
1840,15516,0.726
2107,15516,0.824
2409,15516,0.811
2675,15516,0.724
2770,15516,0.74
3270,15516,0.964
3374,15516,0.706
4085,15516,0.819
4162,15516,0.803
4467,15516,0.728
4666,15516,0.797
4900,15516,0.776
5502,15516,0.724
5842,15516,0.728
5843,15516,0.767
5844,15516,0.732
5845,15516,0.724
5880,15516,0.982
5925,15516,0.783
5980,15516,0.881
7338,15516,0.944
7339,15516,0.898
7340,15516,0.885
7493,15516,0.724
8082,15516,0.957
8617,15516,0.74
8862,15516,0.724
9826,15516,0.74
10811,15516,0.888
11608,15516,0.735
11674,15516,0.935
13257,15516,0.734
13285,15516,0.74
13510,15516,0.803
13511,15516,0.799
13515,15516,0.724
13517,15516,0.724
13520,15516,0.728
13531,15516,0.724
13539,15516,0.732
13543,15516,0.724
13547,15516,0.808
14167,15516,0.725
14484,15516,0.759
14491,15516,0.795
14577,15516,0.723
14926,15516,0.74
15243,15516,0.713
15405,15516,0.972
15406,15516,0.916
492,15517,0.78
662,15517,0.846
686,15517,0.762
696,15517,0.795
1078,15517,0.927
1260,15517,0.78
3402,15517,0.81
4073,15517,0.766
4641,15517,0.931
6544,15517,0.824
6796,15517,0.915
7236,15517,0.873
7321,15517,0.728
7322,15517,0.75
8776,15517,0.74
9157,15517,0.742
9279,15517,0.999
9339,15517,0.842
10124,15517,0.737
11813,15517,0.849
12014,15517,0.826
12031,15517,0.921
12234,15517,0.847
13556,15517,0.762
14544,15517,0.731
14835,15517,0.736
14874,15517,0.768
14922,15517,0.999
14924,15517,0.705
15302,15517,0.798
15489,15517,0.859
3801,15518,0.722
7195,15518,0.74
7391,15518,0.79
9828,15518,0.822
10971,15518,0.961
12342,15518,0.968
12343,15518,0.954
12344,15518,0.982
13454,15518,0.793
15107,15518,0.723
2579,15519,0.762
7930,15519,0.838
7935,15519,0.778
737,15520,0.758
743,15520,0.867
770,15520,0.964
1481,15520,0.761
1624,15520,0.819
2006,15520,0.717
2314,15520,0.755
2565,15520,0.721
2770,15520,0.702
2775,15520,0.961
3691,15520,0.801
3755,15520,0.852
3785,15520,0.902
4021,15520,0.769
4807,15520,0.725
6374,15520,0.958
7349,15520,0.972
8197,15520,0.721
8211,15520,0.741
8617,15520,0.701
8776,15520,0.897
9094,15520,0.819
9145,15520,0.878
9168,15520,0.722
9802,15520,0.98
10380,15520,0.813
12265,15520,0.843
12831,15520,0.999
13047,15520,0.937
13122,15520,0.997
13257,15520,0.901
13285,15520,0.701
13906,15520,0.903
14081,15520,0.7
14236,15520,0.702
14621,15520,0.984
14810,15520,0.718
14926,15520,0.702
15452,15520,0.964
15513,15520,0.856
1045,15521,0.999
2441,15521,0.947
3270,15521,0.854
3739,15521,0.908
3780,15521,0.936
3806,15521,0.762
3815,15521,0.998
3861,15521,0.855
3889,15521,0.805
3905,15521,0.72
4030,15521,0.73
4644,15521,0.927
4666,15521,0.705
5599,15521,0.882
5755,15521,0.887
5845,15521,0.757
5848,15521,0.924
5873,15521,0.999
5880,15521,0.805
5881,15521,0.718
5906,15521,0.999
5987,15521,0.8
6081,15521,0.728
7398,15521,0.933
7471,15521,0.917
7492,15521,0.917
8884,15521,0.868
8994,15521,0.771
9362,15521,0.8
9847,15521,0.822
9937,15521,0.788
10115,15521,0.729
10608,15521,0.988
10706,15521,0.999
10971,15521,0.806
11094,15521,0.882
11415,15521,0.764
11608,15521,0.957
11674,15521,0.714
12160,15521,0.826
12161,15521,0.784
12342,15521,0.786
12414,15521,0.927
12804,15521,0.746
12964,15521,0.819
13198,15521,0.999
13269,15521,0.79
13273,15521,0.798
13474,15521,0.917
13547,15521,0.795
13549,15521,0.757
13564,15521,0.96
13579,15521,0.746
13892,15521,0.911
13982,15521,0.999
14018,15521,0.808
14457,15521,0.707
14491,15521,0.895
14746,15521,0.999
96,15522,0.971
372,15522,0.948
1420,15522,0.718
2089,15522,0.822
4395,15522,0.837
5525,15522,0.754
5700,15522,0.961
5718,15522,0.925
6425,15522,0.964
6433,15522,0.807
6473,15522,0.996
7219,15522,0.997
7385,15522,0.989
8041,15522,0.86
8710,15522,0.836
8712,15522,0.718
8762,15522,0.825
8957,15522,0.812
10503,15522,0.747
10532,15522,0.729
10811,15522,0.728
11153,15522,0.921
11787,15522,0.777
11919,15522,0.997
12009,15522,0.965
12419,15522,0.704
12442,15522,0.993
12506,15522,0.798
13440,15522,0.825
13888,15522,0.883
14044,15522,0.761
14958,15522,0.828
15084,15522,0.991
15091,15522,0.879
15118,15522,0.96
15495,15522,0.801
15511,15522,0.999
7728,15523,0.705
9519,15523,0.919
12625,15523,0.916
985,15524,0.986
1222,15524,0.999
1579,15524,0.844
2478,15524,0.876
3152,15524,0.838
3808,15524,0.884
4102,15524,0.759
4787,15524,0.873
4798,15524,0.937
5567,15524,0.948
8165,15524,0.953
8523,15524,0.747
8550,15524,0.831
9293,15524,0.902
9319,15524,0.704
9744,15524,0.999
10067,15524,0.898
10374,15524,0.999
10391,15524,0.967
10496,15524,0.999
10566,15524,0.729
11444,15524,0.911
12288,15524,0.972
12868,15524,0.767
12954,15524,0.999
13062,15524,0.877
13116,15524,0.876
13122,15524,0.723
13286,15524,0.953
14619,15524,0.761
14697,15524,0.936
14960,15524,0.786
2138,15525,0.825
6839,15525,0.911
10648,15525,0.823
10690,15525,0.793
986,15526,0.736
6683,15526,0.762
6779,15526,0.825
6787,15526,0.9
15181,15527,0.734
15182,15527,0.705
3829,15528,0.706
8776,15529,0.909
14835,15529,0.9
5704,15530,0.714
55,15531,0.803
122,15531,0.974
183,15531,0.768
184,15531,0.711
303,15531,0.882
316,15531,0.907
2060,15531,0.997
2089,15531,0.998
2567,15531,0.799
3092,15531,0.886
3123,15531,0.75
3512,15531,0.885
3522,15531,0.841
3908,15531,0.764
4683,15531,0.752
5074,15531,0.78
5119,15531,0.887
5242,15531,0.925
5525,15531,0.799
5733,15531,0.709
5893,15531,0.705
5900,15531,0.863
5911,15531,0.762
6106,15531,0.959
6110,15531,0.87
6115,15531,0.826
6117,15531,0.828
6172,15531,0.837
6591,15531,0.722
6592,15531,0.745
6603,15531,0.995
6642,15531,0.984
7025,15531,0.729
7219,15531,0.702
7324,15531,0.716
7362,15531,0.709
7867,15531,0.728
8320,15531,0.723
10282,15531,0.999
11099,15531,0.887
12055,15531,0.732
12217,15531,0.995
13440,15531,0.77
14162,15531,0.999
14358,15531,0.725
14753,15531,0.998
14947,15531,0.982
15021,15531,0.962
15061,15531,0.997
15084,15531,0.999
15103,15531,0.997
15118,15531,0.847
15188,15531,0.729
15293,15531,0.889
15300,15531,0.995
15309,15531,0.896
15317,15531,0.725
15395,15531,0.757
15459,15531,0.994
15522,15531,0.702
1874,15532,0.832
3276,15532,0.802
3436,15532,0.806
4539,15532,0.824
5498,15532,0.875
6839,15532,0.905
6926,15532,0.848
7547,15532,0.807
7631,15532,0.83
7643,15532,0.801
7649,15532,0.835
8770,15532,0.851
8786,15532,0.816
10390,15532,0.804
10745,15532,0.825
11278,15532,0.896
12434,15532,0.8
3700,15533,0.747
5117,15533,0.705
6772,15533,0.722
9457,15533,0.727
9640,15533,0.703
11695,15533,0.708
11715,15533,0.742
11884,15533,0.834
11922,15533,0.702
14557,15533,0.713
5503,15534,0.853
6839,15534,0.866
8746,15534,0.748
18,15535,0.996
343,15535,0.986
5633,15535,0.999
11292,15535,0.937
12133,15535,0.996
12190,15535,0.774
14160,15535,0.936
15431,15535,0.975
1045,15536,0.998
3270,15536,0.755
3739,15536,0.818
3806,15536,0.842
3815,15536,0.95
5042,15536,0.7
5378,15536,0.754
5755,15536,0.907
5873,15536,0.852
7350,15536,0.968
7398,15536,0.973
8261,15536,0.717
9903,15536,0.787
10274,15536,0.79
10464,15536,0.715
10608,15536,0.977
10706,15536,0.978
11608,15536,0.738
11938,15536,0.728
12414,15536,0.715
12964,15536,0.779
13269,15536,0.949
13564,15536,0.765
13756,15536,0.738
13982,15536,0.912
14746,15536,0.977
15521,15536,0.821
5745,15537,0.905
54,15538,0.973
112,15538,0.827
945,15538,0.894
1246,15538,0.874
1335,15538,0.728
1840,15538,0.728
2107,15538,0.745
2675,15538,0.728
2770,15538,0.742
2964,15538,0.759
2967,15538,0.702
3270,15538,0.887
3374,15538,0.739
3721,15538,0.704
3780,15538,0.707
4085,15538,0.9
4467,15538,0.728
4666,15538,0.952
4900,15538,0.795
5502,15538,0.728
5842,15538,0.749
5843,15538,0.76
5844,15538,0.73
5845,15538,0.728
5880,15538,0.781
5881,15538,0.827
5925,15538,0.955
6115,15538,0.975
6117,15538,0.962
7238,15538,0.725
7239,15538,0.944
7338,15538,0.973
7339,15538,0.984
7340,15538,0.963
7493,15538,0.728
7655,15538,0.824
7656,15538,0.749
8617,15538,0.741
8862,15538,0.728
9041,15538,0.8
10502,15538,0.995
10673,15538,0.907
10684,15538,0.742
10701,15538,0.82
10736,15538,0.92
10811,15538,0.966
11026,15538,0.743
11712,15538,0.786
11816,15538,0.834
12161,15538,0.873
12185,15538,0.733
12358,15538,0.947
12499,15538,0.947
12500,15538,0.823
12502,15538,0.851
12503,15538,0.989
12504,15538,0.769
12505,15538,0.838
12571,15538,0.942
12903,15538,0.766
13257,15538,0.741
13285,15538,0.741
13314,15538,0.96
13384,15538,0.751
13442,15538,0.702
13510,15538,0.83
13511,15538,0.83
13515,15538,0.728
13517,15538,0.728
13520,15538,0.728
13531,15538,0.735
13539,15538,0.728
13543,15538,0.728
13547,15538,0.825
13564,15538,0.801
13579,15538,0.808
13602,15538,0.748
14167,15538,0.731
14283,15538,0.997
14306,15538,0.964
14320,15538,0.766
14484,15538,0.924
14491,15538,0.898
14577,15538,0.731
14926,15538,0.742
15164,15538,0.737
15243,15538,0.717
15405,15538,0.999
15406,15538,0.999
15422,15538,0.966
15516,15538,0.715
2695,15539,0.999
3055,15539,0.973
5234,15539,0.811
11061,15539,0.733
12086,15539,0.751
15451,15539,0.778
27,15540,0.949
2693,15540,0.96
2799,15540,0.984
3183,15540,0.839
3234,15540,0.979
3912,15540,0.808
5144,15540,0.732
6619,15540,0.899
9837,15540,0.771
10606,15540,0.837
10932,15540,0.997
10933,15540,0.991
12455,15540,0.973
13018,15540,0.818
13708,15540,0.943
3835,15541,0.718
4730,15541,0.95
14189,15541,0.955
533,15542,0.754
3990,15542,0.925
12940,15542,0.709
14961,15542,0.919
94,15543,0.876
97,15543,0.954
2333,15543,0.886
4657,15543,0.957
7238,15543,0.941
7239,15543,0.953
7240,15543,0.816
9235,15543,0.747
9249,15543,0.739
15175,15543,0.922
1089,15544,0.971
8205,15544,0.928
11427,15544,0.959
13831,15544,0.901
226,15545,0.826
360,15545,0.719
651,15545,0.77
682,15545,0.796
696,15545,0.898
755,15545,0.726
969,15545,0.766
1023,15545,0.938
1078,15545,0.913
2441,15545,0.766
3738,15545,0.724
4641,15545,0.909
5612,15545,0.785
5648,15545,0.751
5649,15545,0.854
5976,15545,0.754
6114,15545,0.93
6547,15545,0.915
6796,15545,0.857
7236,15545,0.774
7390,15545,0.767
8177,15545,0.997
8245,15545,0.914
8453,15545,0.794
8879,15545,0.707
8881,15545,0.729
9339,15545,0.839
9358,15545,0.861
9520,15545,0.763
9532,15545,0.731
9708,15545,0.772
9830,15545,0.862
10124,15545,0.797
10291,15545,0.705
10474,15545,0.801
10656,15545,0.745
10764,15545,0.752
10980,15545,0.907
11214,15545,0.744
11813,15545,0.81
11876,15545,0.735
12014,15545,0.831
12031,15545,0.875
12099,15545,0.82
12157,15545,0.92
12234,15545,0.81
12323,15545,0.859
12682,15545,0.739
13491,15545,0.833
13536,15545,0.811
13556,15545,0.728
14537,15545,0.886
14544,15545,0.796
14835,15545,0.882
14964,15545,0.785
14995,15545,0.87
183,15546,0.805
292,15546,0.98
1920,15546,0.992
3092,15546,0.944
4241,15546,0.72
5280,15546,0.994
5356,15546,0.983
5846,15546,0.813
6106,15546,0.705
6115,15546,0.834
6117,15546,0.834
6573,15546,0.962
6591,15546,0.993
6593,15546,0.78
6603,15546,0.949
6607,15546,0.96
6642,15546,0.77
8767,15546,0.988
9068,15546,0.783
10282,15546,0.967
11769,15546,0.991
15061,15546,0.923
15395,15546,0.778
15459,15546,0.939
15531,15546,0.926
1131,15547,0.753
6809,15547,0.821
11874,15547,0.991
11875,15547,0.952
13215,15547,0.779
13570,15547,0.896
13675,15547,0.908
3622,15548,0.916
3628,15548,0.984
6071,15548,0.942
6809,15548,0.911
7856,15548,0.913
9511,15548,0.838
10675,15548,0.986
10677,15548,0.945
10975,15548,0.92
304,15549,0.765
14876,15549,0.81
797,15550,0.732
1293,15550,0.703
1573,15550,0.801
3211,15550,0.971
3725,15550,0.823
3832,15550,0.754
4038,15550,0.797
4681,15550,0.775
5842,15550,0.924
7261,15550,0.792
8526,15550,0.701
8857,15550,0.874
9015,15550,0.769
10743,15550,0.945
11438,15550,0.72
11813,15550,0.79
12769,15550,0.754
12925,15550,0.869
12991,15550,0.733
13902,15550,0.739
14544,15550,0.94
14898,15550,0.72
15385,15550,0.75
159,15551,0.982
288,15551,0.999
317,15551,0.774
353,15551,0.949
394,15551,0.979
395,15551,0.961
397,15551,0.934
403,15551,0.784
528,15551,0.933
561,15551,0.967
592,15551,0.763
641,15551,0.939
663,15551,0.997
797,15551,0.745
903,15551,0.999
